,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
195811,    5.15,    3.36,    2.28,    4.42,    3.44,    2.99,    2.02,    3.49,    3.88,    3.92,    2.92,    3.07,    2.86,    2.00,    2.13,    2.16,    5.18,    3.23,    4.52
195812,    0.00,    4.95,    6.65,    3.92,    5.09,    4.76,    8.22,    3.24,    3.82,    7.45,    2.45,    4.46,    5.22,    9.14,    3.89,    2.57,    4.06,    4.33,    3.32
195901,   18.57,   -0.57,    2.91,    4.47,   -0.90,    1.32,    3.09,    3.85,    4.47,   -0.66,   -1.18,    0.67,    2.33,    2.90,    3.99,    3.35,    4.47,    4.93,    4.03
195902,   -3.28,    0.48,    1.86,    2.43,    1.00,    0.35,    1.32,    2.56,    1.57,    3.69,   -2.14,   -1.44,    3.07,    1.24,    1.73,    1.68,    3.63,    1.79,    1.36
195903,    2.52,    0.75,    0.01,    0.39,    0.69,    0.89,   -0.65,    1.01,    0.39,    1.84,   -0.75,    1.00,    0.73,   -0.93,    0.76,    1.54,    0.39,    0.93,   -0.13
195904,   -0.85,    4.70,    2.65,    3.43,    5.61,    1.55,    2.80,    3.67,    3.19,    6.19,    4.86,    1.28,    1.93,    3.18,    0.93,    3.60,    3.75,    1.21,    5.14
195905,   -3.39,    2.70,    0.58,    3.01,    3.06,    0.45,    1.36,    1.28,    3.12,    3.75,    2.15,    1.29,   -0.77,    1.62,    0.05,   -0.04,    2.85,    2.02,    4.16
195906,    6.07,   -0.36,    0.38,    2.06,   -0.32,    0.39,    0.00,    0.21,    2.43,   -1.00,    0.58,   -0.53,    1.76,   -0.13,    0.64,   -0.95,    1.56,    2.24,    2.60
195907,    5.37,    3.96,    2.43,    3.19,    4.13,    3.29,    1.98,    3.37,    2.59,    4.67,    2.85,    3.48,    3.01,    1.59,    3.43,    2.91,    3.83,    2.12,    2.98
195908,   -0.22,   -1.37,   -1.01,   -0.72,   -1.46,   -1.19,   -0.19,   -2.51,   -0.25,   -1.66,   -1.00,   -1.09,   -1.32,    0.22,   -1.71,   -3.83,   -1.22,   -0.60,    0.04
195909,   -2.34,   -5.03,   -3.34,   -5.04,   -4.72,   -4.81,   -2.98,   -5.61,   -4.52,   -4.72,   -4.75,   -5.92,   -3.13,   -2.40,   -5.15,   -5.63,   -5.60,   -6.13,   -3.21
195910,    8.30,    1.48,    1.81,    0.34,    1.34,    2.12,    1.60,    1.03,   -0.33,    1.47,    1.03,    1.89,    2.47,    1.33,    2.65,    0.98,    1.08,    0.95,   -1.35
195911,   -5.73,    3.03,    0.04,   -0.01,    4.13,    0.09,   -0.05,   -0.59,    0.37,    4.57,    3.06,   -0.17,    0.46,   -0.39,    1.24,   -0.78,   -0.40,    1.12,   -0.25
195912,   11.12,    2.98,    2.50,    3.71,    2.98,    2.80,    2.33,    3.62,    3.50,    3.31,    2.17,    3.00,    2.52,    2.38,    2.17,    3.28,    3.94,    3.11,    3.81
196001,   -4.78,   -8.17,   -4.30,   -5.00,   -8.81,   -6.44,   -2.52,   -5.50,   -4.84,   -9.03,   -8.27,   -6.25,   -6.71,   -1.40,   -6.71,   -5.84,   -5.17,   -4.56,   -5.07
196002,   -2.77,    1.32,    2.23,   -0.72,    2.29,   -0.81,    4.18,   -1.06,   -0.97,    1.94,    3.12,   -1.52,    0.25,    4.97,    1.08,   -1.71,   -0.45,   -1.12,   -0.84
196003,   -1.95,   -0.90,   -1.17,   -4.83,   -0.45,   -1.47,   -1.25,   -3.27,   -6.32,   -0.30,   -0.81,   -2.29,   -0.28,   -1.01,   -2.25,   -3.31,   -3.23,   -5.19,   -7.24
196004,    0.48,   -1.55,   -1.41,   -3.01,   -0.95,   -2.32,   -1.66,   -2.33,   -3.37,   -0.90,   -1.08,   -3.41,   -0.77,   -1.25,   -3.37,   -2.00,   -2.63,   -3.01,   -3.67
196005,   -2.40,    4.32,    1.83,    0.34,    5.00,    2.39,    1.66,   -0.04,    0.72,    5.65,    3.41,    2.15,    2.72,    1.64,    1.74,   -0.04,   -0.04,    1.29,    0.23
196006,    7.24,    2.56,    1.79,    2.49,    2.47,    2.42,    1.53,    2.99,    2.21,    2.06,    3.47,    2.88,    1.80,    1.35,    2.27,    3.22,    2.77,    1.19,    3.08
196007,   -0.49,   -3.47,   -0.38,   -1.32,   -4.01,   -1.64,    0.18,   -0.77,   -1.29,   -4.21,   -3.46,   -1.44,   -1.90,    0.35,   -0.49,   -0.22,   -1.38,   -0.53,   -2.89
196008,   -4.09,    2.76,    4.09,    2.77,    2.62,    3.16,    4.40,    4.28,    2.41,    2.38,    3.29,    3.28,    3.00,    4.68,    3.30,    4.95,    3.51,    2.97,    1.19
196009,   -4.15,   -6.75,   -4.46,   -5.33,   -7.04,   -5.38,   -4.17,   -5.40,   -5.18,   -7.18,   -6.66,   -5.69,   -4.98,   -4.24,   -3.92,   -5.18,   -5.65,   -4.50,   -6.67
196010,   -3.09,   -0.72,   -0.18,    0.27,   -0.85,   -0.21,   -0.07,   -0.47,    0.32,   -1.44,    0.77,   -0.25,   -0.17,    0.13,   -0.87,   -1.02,    0.16,    0.81,   -0.80
196011,    8.62,    5.44,    4.05,    3.80,    5.55,    5.17,    3.34,    4.72,    3.97,    5.17,    6.57,    5.05,    5.34,    2.89,    5.18,    5.82,    3.46,    4.74,    2.19
196012,   11.06,    3.57,    7.16,    3.43,    3.50,    4.66,    8.28,    3.55,    2.93,    3.12,    4.50,    3.85,    5.72,    8.82,    6.13,    2.76,    4.47,    3.16,    2.38
196101,    4.01,    4.96,    7.76,   10.03,    4.48,    6.90,    7.87,    8.93,   10.46,    4.90,    3.37,    6.70,    7.17,    7.70,    8.55,    8.73,    9.16,   10.76,    9.74
196102,   10.05,    4.10,    2.76,    3.99,    3.95,    4.99,    1.54,    4.90,    3.50,    3.51,    5.09,    4.66,    5.41,    0.93,    3.95,    4.81,    5.00,    3.07,    4.56
196103,    0.41,    2.26,    4.12,    2.88,    2.33,    2.85,    4.19,    3.46,    2.99,    2.17,    2.74,    2.01,    3.94,    4.87,    1.55,    4.15,    2.65,    2.11,    5.09
196104,    1.32,   -0.29,    1.05,    2.61,   -0.64,    0.13,    1.97,    0.67,    2.96,   -0.23,   -1.71,    0.94,   -0.90,    1.92,    2.15,   -0.35,    1.88,    4.85,   -1.43
196105,    9.95,    3.20,    1.69,    3.13,    3.26,    3.24,    0.63,    4.25,    2.86,    2.02,    6.54,    3.00,    3.55,    0.42,    1.46,    4.74,    3.69,    2.38,    4.04
196106,   -6.40,   -2.34,   -3.29,   -3.45,   -1.79,   -4.00,   -3.08,   -3.57,   -3.50,   -1.61,   -2.26,   -4.25,   -3.69,   -3.11,   -2.95,   -3.79,   -3.32,   -3.17,   -4.32
196107,    9.93,    3.10,    3.30,    1.18,    1.74,    4.66,    3.50,    1.12,    1.73,    1.80,    1.53,    5.08,    3.46,    3.08,    3.85,    1.81,    0.62,    0.71,    2.66
196108,   10.03,    3.17,    1.85,    2.06,    4.08,    2.26,    1.11,    1.44,    2.65,    4.30,    3.33,    1.89,    3.34,    2.23,    0.17,    1.42,    1.45,    0.02,    5.01
196109,   -3.36,   -1.23,   -3.02,   -3.68,   -0.92,   -1.90,   -3.41,   -4.09,   -2.07,   -0.63,   -1.93,   -1.67,   -2.56,   -2.93,   -3.81,   -2.33,   -5.38,   -4.53,    0.03
196110,   -1.58,    2.24,    3.93,    2.57,    3.36,    1.65,    3.84,    3.41,    0.93,    3.12,    4.18,    0.62,    4.69,    2.44,    5.06,    2.17,    4.35,    1.04,    0.83
196111,   12.54,    4.91,    4.20,    4.32,    3.52,    6.35,    4.32,    3.88,    3.92,    3.12,    4.86,    7.00,    4.49,    4.58,    4.11,    2.72,    4.74,    4.05,    3.81
196112,  -11.49,   -0.24,    0.35,    1.46,   -1.65,    0.70,    1.92,    2.18,   -0.20,   -1.39,   -2.55,    1.81,   -2.53,    1.09,    2.62,    0.79,    3.19,    0.68,   -0.91
196201,   -1.62,   -4.97,   -1.82,    0.76,   -5.80,   -3.63,   -1.39,   -0.20,    1.56,   -6.58,   -3.08,   -3.81,   -3.09,   -4.04,    0.82,   -0.41,   -0.05,    0.85,    2.15
196202,   -5.61,    1.84,    2.28,    2.28,    1.74,    1.95,    2.67,    2.40,    1.54,    1.35,    3.04,    1.99,    1.83,    2.21,    3.04,    1.48,    3.05,    3.37,    0.02
196203,   -5.63,   -0.36,   -0.34,   -1.83,    0.13,   -0.77,   -0.47,   -1.05,   -2.43,    0.14,    0.10,   -1.04,    0.04,    0.08,   -0.90,   -0.78,   -1.23,   -0.67,   -3.93
196204,  -11.19,   -6.66,   -5.69,   -6.23,   -7.75,   -5.19,   -5.90,   -6.28,   -5.83,   -8.47,   -5.37,   -5.15,   -5.29,   -7.06,   -4.98,   -5.77,   -6.64,   -6.57,   -5.18
196205,    4.20,   -9.13,   -7.03,   -6.90,  -10.62,   -7.51,   -6.07,   -6.67,   -7.59,  -11.00,   -9.40,   -7.12,   -8.67,   -7.82,   -4.71,   -7.34,   -6.18,   -8.06,   -7.18
196206,  -16.26,   -9.02,   -6.98,   -6.71,  -10.40,   -7.41,   -6.62,   -6.19,   -7.17,  -11.07,   -8.29,   -7.23,   -7.96,   -8.01,   -5.58,   -6.10,   -6.25,   -7.34,   -7.03
196207,   11.17,    7.89,    5.46,    4.07,    8.59,    6.33,    4.88,    3.11,    4.30,   10.71,    5.45,    5.66,    6.81,    5.86,    4.08,    2.62,    3.70,    3.04,    5.78
196208,    7.42,    2.78,    1.72,    2.49,    2.89,    2.31,    1.42,    1.67,    2.55,    2.83,    2.98,    2.44,    2.21,    1.49,    1.37,    1.08,    2.39,    1.60,    3.65
196209,   -4.10,   -5.08,   -4.79,   -4.70,   -5.41,   -4.60,   -4.29,   -5.35,   -4.91,   -7.00,   -2.93,   -4.01,   -5.01,   -4.25,   -4.33,   -6.20,   -4.34,   -3.57,   -6.42
196210,   -4.27,    0.47,    0.54,   -0.15,    0.70,    0.54,    0.24,   -0.51,    0.13,    0.09,    1.61,   -0.26,    1.10,    0.46,    0.05,   -0.42,   -0.62,   -0.91,    1.34
196211,   13.39,   11.42,   10.06,   13.92,   11.36,    9.61,   11.33,   12.16,   14.90,   13.16,    8.72,   11.62,    8.21,   10.18,   12.30,   12.04,   12.29,   14.17,   15.73
196212,    5.95,    1.43,    1.69,    0.25,    1.16,    2.34,    1.86,   -0.82,    0.10,    0.94,    1.49,    2.31,    2.36,    1.72,    1.97,   -1.99,    0.52,    0.72,   -0.60
196301,    3.00,    5.01,    4.47,    7.70,    5.27,    4.31,    4.00,    7.68,    7.38,    4.44,    6.54,    4.18,    4.40,    3.74,    4.21,    7.17,    8.25,    7.28,    7.49
196302,    1.82,   -2.78,   -1.81,   -0.80,   -3.24,   -1.64,   -1.82,   -1.46,   -0.36,   -3.55,   -2.78,   -1.29,   -1.88,   -2.40,   -1.35,   -1.39,   -1.54,   -0.18,   -0.57
196303,    1.80,    3.34,    3.29,    4.58,    3.43,    2.72,    4.02,    4.15,    4.26,    2.54,    4.75,    3.06,    2.47,    4.12,    3.94,    3.28,    5.11,    4.23,    4.31
196304,    9.54,    4.97,    4.40,    5.61,    4.75,    4.04,    5.60,    4.55,    6.57,    5.30,    3.95,    5.64,    2.88,    4.44,    6.55,    5.05,    4.00,    5.83,    7.41
196305,    0.32,    2.24,    1.28,    4.01,    3.03,   -0.05,    1.83,    3.28,    4.65,    2.38,    3.98,   -0.22,    0.08,    1.57,    2.04,    3.62,    2.91,    2.32,    7.25
196306,   -0.65,   -2.31,   -1.49,   -0.60,   -2.98,   -1.00,   -1.10,   -2.31,    0.09,   -3.23,   -2.60,   -0.13,   -1.65,   -1.31,   -0.93,   -2.75,   -1.82,    0.42,   -0.26
196307,    2.93,   -0.06,    0.45,   -1.71,    0.00,    0.20,    0.19,   -0.99,   -1.33,   -0.68,    0.88,   -0.20,    0.81,    0.42,   -0.14,    0.08,   -2.27,   -0.48,   -3.33
196308,    6.13,    5.37,    4.61,    7.29,    5.72,    4.31,    4.95,    7.25,    6.14,    5.95,    5.42,    4.60,    3.88,    4.70,    5.31,    5.80,    9.03,    5.54,    7.62
196309,   -4.46,   -1.11,   -1.60,   -1.84,   -1.57,   -0.96,   -0.99,   -0.82,   -2.79,   -1.05,   -2.23,   -0.08,   -2.31,   -1.15,   -0.75,   -1.14,   -0.44,   -2.78,   -2.82
196310,    6.05,    3.79,    1.28,    2.33,    4.76,    1.62,    0.85,    2.64,    1.06,    3.58,    6.30,    1.62,    1.62,    0.29,    1.68,    1.36,    4.16,    1.24,    0.62
196311,   -4.37,   -0.30,   -1.44,    0.44,   -1.30,    0.72,   -1.41,   -1.33,    1.09,    0.01,   -2.96,    1.97,   -1.22,   -2.25,   -0.17,   -2.08,   -0.46,    1.20,    0.83
196312,   -3.14,    2.00,    2.83,    1.68,    2.32,    2.14,    1.85,    2.26,    2.19,    2.58,    1.97,    1.31,    3.48,    2.68,    0.64,    3.42,    0.94,    1.63,    3.53
196401,    7.78,    2.65,    2.72,    2.84,    2.76,    2.96,    1.76,    2.54,    2.58,    3.33,    2.01,    2.40,    3.83,    2.19,    1.11,    1.97,    3.21,    2.46,    2.85
196402,    1.47,    1.43,    1.70,    4.48,    1.85,    0.71,    1.72,    4.10,    4.23,    2.24,    1.31,    0.50,    1.03,    1.75,    1.67,    3.46,    4.84,    3.47,    6.01
196403,    7.31,    0.92,    3.10,    3.53,    1.19,    1.06,    4.14,    4.46,    1.77,    1.11,    1.29,    0.31,    2.23,    3.98,    4.37,    3.07,    6.04,    1.57,    2.25
196404,    7.08,    0.38,    1.08,   -1.20,   -0.04,    1.24,    1.01,   -1.14,    0.64,   -1.60,    2.08,    1.32,    1.11,    0.87,    1.23,    1.16,   -3.70,    0.94,   -0.05
196405,    2.19,    1.50,    1.17,    3.86,    1.95,    0.55,    1.29,    3.39,    3.33,    2.16,    1.66,    0.50,    0.63,    1.44,    1.08,    2.33,    4.63,    2.96,    4.18
196406,   -6.83,    1.66,    1.31,    2.31,    0.97,    2.67,    0.80,    1.70,    2.29,    0.60,    1.46,    3.24,    1.81,    0.75,    0.88,    1.14,    2.34,    1.89,    3.22
196407,   -7.17,    1.91,    2.34,    2.36,    2.48,    1.05,    3.35,    2.09,    1.73,    2.18,    3.25,    0.46,    1.82,    2.11,    4.61,    1.24,    3.03,    1.39,    2.25
196408,   -8.62,   -1.24,   -0.79,   -1.34,   -1.28,   -1.33,    0.03,   -0.71,   -1.97,   -1.33,   -1.17,   -1.11,   -1.60,    0.70,   -0.62,   -0.73,   -0.68,   -1.05,   -3.34
196409,    6.32,    2.40,    3.46,    5.16,    3.08,    1.53,    4.19,    4.19,    5.61,    3.38,    2.30,    0.64,    2.66,    4.24,    4.14,    3.73,    4.68,    5.40,    5.94
196410,   -3.93,    0.29,    1.79,    1.54,    0.41,    1.09,    0.90,    1.03,    3.23,   -0.42,    2.55,   -0.02,    2.49,    0.93,    0.86,    2.21,   -0.26,    2.76,    3.96
196411,   -4.67,    0.48,    0.83,   -2.84,    1.00,   -0.10,    0.95,   -0.91,   -3.19,    0.53,    2.18,   -0.89,    0.86,    1.38,    0.52,    0.47,   -2.45,   -3.04,   -3.43
196412,  -12.01,    1.10,   -0.33,   -1.93,    0.80,    1.11,   -0.91,   -1.32,   -1.25,    1.42,   -0.71,    1.91,    0.16,    0.57,   -2.41,   -0.13,   -2.68,   -0.41,   -2.52
196501,   18.00,    4.03,    3.00,    5.05,    4.89,    1.85,    3.64,    4.31,    5.40,    5.83,    2.54,    1.72,    2.01,    2.72,    4.59,    4.01,    4.67,    4.69,    6.51
196502,   13.70,    0.67,    0.26,    1.13,    0.37,    0.44,    1.35,    0.85,    0.97,    0.49,    0.06,    1.50,   -0.86,    1.59,    1.11,    0.46,    1.31,   -0.19,    2.75
196503,   -2.44,   -1.08,   -1.51,    0.62,   -1.22,   -1.41,   -1.18,   -0.02,    0.93,   -1.06,   -1.63,   -0.68,   -2.32,   -1.38,   -0.96,   -0.27,    0.27,    0.51,    1.56
196504,   15.16,    3.78,    2.63,    3.40,    4.38,    2.09,    2.92,    2.89,    4.56,    5.30,    1.96,    2.17,    1.98,    2.06,    3.79,    3.55,    2.12,    6.06,    2.33
196505,    2.00,   -0.27,    0.03,   -2.12,   -0.73,    0.74,   -0.46,   -0.52,   -2.67,   -0.81,   -0.51,    1.01,    0.41,   -0.72,   -0.20,    0.31,   -1.50,   -2.69,   -2.64
196506,   -2.27,   -4.69,   -5.24,   -5.59,   -4.70,   -4.27,   -6.10,   -5.44,   -7.16,   -5.17,   -3.43,   -4.66,   -3.78,   -6.72,   -5.49,   -6.77,   -3.84,   -6.97,   -7.44
196507,    6.22,    1.36,    1.72,    4.12,    1.61,    0.53,    2.35,    3.42,    5.06,    2.03,    0.61,    0.50,    0.54,    2.04,    2.68,    4.24,    2.13,    4.28,    6.52
196508,   27.43,    3.01,    2.98,    3.15,    3.42,    1.87,    4.11,    2.47,    3.52,    3.62,    2.96,    1.55,    2.11,    4.32,    3.89,    2.57,    2.32,    3.18,    4.15
196509,    3.44,    3.77,    2.36,    3.64,    3.88,    2.60,    2.29,    3.92,    3.49,    3.87,    3.91,    3.37,    2.01,    2.93,    1.61,    3.89,    3.98,    3.15,    4.11
196510,    1.99,    2.85,    2.25,    5.70,    3.25,    0.97,    3.30,    4.83,    6.16,    3.73,    2.09,    1.43,    0.61,    2.56,    4.11,    4.91,    4.69,    5.83,    6.74
196511,   67.32,    0.10,    0.16,    0.97,    0.05,   -0.92,    2.05,    0.96,    1.30,    0.11,   -0.10,    0.31,   -1.88,    2.27,    1.82,    1.39,    0.26,   -0.05,    3.71
196512,  -11.18,    0.92,    1.09,    4.22,    1.13,    0.17,    1.74,    2.97,    4.17,    1.12,    1.17,    0.16,    0.17,    0.44,    3.13,    2.15,    4.32,    4.14,    4.23
196601,   -4.58,   -0.12,    1.61,    4.96,   -0.11,   -0.02,    2.53,    4.18,    5.00,    0.01,   -0.41,   -0.18,    0.10,    0.95,    4.14,    3.75,    4.88,    2.87,    8.68
196602,   -2.55,   -1.47,   -0.51,    0.47,   -1.02,   -1.74,   -0.59,   -0.24,    1.11,   -0.57,   -2.15,   -3.11,   -0.65,   -0.94,   -0.25,    0.22,   -0.97,    0.22,    2.54
196603,   12.84,   -1.52,   -2.67,   -3.46,   -1.34,   -3.09,   -1.63,   -2.46,   -3.82,   -1.06,   -2.04,   -2.23,   -3.77,   -2.54,   -0.73,   -2.35,   -2.65,   -2.17,   -6.42
196604,    1.91,    2.51,    2.03,    2.67,    2.34,    2.12,    1.92,    4.14,    2.39,    2.27,    2.53,    3.14,    1.31,    1.91,    1.92,    4.67,    3.29,    1.98,    3.06
196605,  -12.78,   -4.32,   -5.53,   -7.99,   -4.39,   -4.39,   -5.70,   -7.66,   -8.08,   -4.41,   -4.36,   -4.05,   -4.67,   -6.58,   -4.86,   -7.60,   -7.77,   -6.69,  -10.33
196606,    1.62,   -1.92,   -0.05,   -0.12,   -1.83,   -1.26,   -0.12,    1.01,   -0.30,   -1.37,   -3.00,   -2.27,   -0.44,   -0.24,   -0.01,    1.44,    0.30,   -0.23,   -0.42
196607,   -4.87,   -1.67,   -0.62,   -1.09,   -1.61,   -1.53,   -0.83,    0.07,   -1.49,   -1.75,   -1.28,   -1.91,   -1.02,   -0.17,   -1.38,    0.46,   -0.53,   -0.45,   -2.38
196608,   -7.56,   -7.75,   -6.87,   -8.01,   -7.60,   -8.51,   -6.25,   -7.07,   -8.79,   -7.37,   -8.17,   -8.43,   -8.62,   -7.67,   -5.05,   -7.15,   -6.94,   -8.23,   -9.28
196609,    2.86,   -1.02,    0.11,   -0.70,   -1.27,    0.21,    0.36,   -0.45,   -1.39,   -1.91,    0.31,    0.13,    0.32,    0.10,    0.57,   -0.89,    0.23,   -1.37,   -1.41
196610,   -4.12,    3.08,    6.66,    4.16,    2.59,    4.58,    7.95,    5.12,    3.72,    1.89,    4.31,    5.26,    3.67,    7.25,    8.53,    5.37,    4.74,    4.36,    3.16
196611,    7.43,    3.82,   -0.64,    0.06,    4.17,    2.36,   -1.72,   -0.03,    0.17,    5.24,    1.62,    2.30,    2.44,   -1.59,   -1.83,    0.01,   -0.09,   -0.20,    0.51
196612,  -11.79,   -0.23,    1.49,    0.00,   -0.30,    0.63,    1.48,    0.82,    0.36,   -1.22,    1.97,    0.08,    1.38,    0.56,    2.23,    1.66,   -0.48,    0.88,   -0.09
196701,   27.89,    8.23,    7.01,   13.61,    8.30,    7.95,    6.24,    9.95,   14.74,    8.67,    7.41,    7.90,    8.02,    4.91,    7.32,    8.58,   12.11,   13.77,   15.60
196702,   10.33,    2.08,   -0.08,   -0.09,    2.34,    0.97,   -0.56,    0.08,    0.06,    2.81,    1.19,    0.91,    1.05,   -1.03,   -0.19,    0.34,   -0.30,   -0.59,    0.64
196703,   10.10,    4.37,    3.82,    5.50,    4.50,    3.42,    3.68,    5.31,    5.51,    4.64,    4.15,    3.79,    2.93,    3.63,    3.72,    5.19,    5.49,    6.56,    4.60
196704,    6.04,    5.98,    1.95,    3.20,    6.72,    3.14,    0.84,    3.83,    2.46,    8.15,    3.17,    2.59,    3.87,    0.93,    0.77,    3.59,    4.19,    2.34,    2.56
196705,   -1.14,   -4.83,   -3.47,   -2.22,   -5.13,   -3.21,   -3.68,   -2.67,   -2.65,   -5.88,   -3.15,   -3.42,   -2.94,   -3.03,   -4.19,   -3.36,   -1.65,   -3.68,   -1.75
196706,   26.21,    1.78,    2.47,    5.36,    1.91,    1.65,    2.21,    4.53,    4.72,    2.29,    0.94,    1.15,    2.32,    1.60,    2.69,    3.40,    6.22,    4.95,    4.53
196707,   11.94,    4.98,    3.80,    8.10,    4.59,    5.62,    2.88,    6.81,    8.27,    4.53,    4.69,    6.04,    4.89,    1.10,    6.34,    6.33,    7.67,   10.06,    6.68
196708,   -5.44,   -0.73,   -0.77,    0.96,   -0.70,   -0.97,   -1.14,    0.78,    1.68,   -1.03,   -0.15,   -0.82,   -1.23,   -1.20,   -1.04,    1.65,   -0.77,    2.12,    1.28
196709,   -0.07,    3.93,    2.90,    2.07,    3.96,    3.08,    3.29,    3.37,    1.27,    5.19,    1.92,    3.83,    1.73,    3.85,    2.25,    3.02,    4.02,    2.24,    0.39
196710,   -3.38,   -1.48,   -3.61,   -4.96,   -0.83,   -4.03,   -2.80,   -4.22,   -5.27,    1.39,   -4.64,   -3.22,   -5.51,   -1.72,   -4.88,   -4.22,   -4.22,   -3.36,   -7.02
196711,   -1.76,    1.10,    0.39,   -0.37,    1.51,    0.54,    0.08,   -0.27,   -0.30,    1.63,    1.29,   -0.03,    1.61,    0.37,   -0.50,   -0.13,   -0.52,   -1.22,    0.57
196712,   16.76,    2.48,    3.63,    5.24,    2.33,    3.40,    2.94,    5.78,    4.86,    1.67,    3.57,    2.88,    4.38,    2.66,    3.49,    5.58,    6.16,    5.66,    4.10
196801,    6.32,   -5.96,   -1.06,   -0.06,   -6.38,   -4.55,    0.19,   -0.72,   -0.68,   -8.63,   -2.31,   -4.82,   -4.07,   -0.01,    0.59,   -1.89,    1.41,   -0.95,   -0.41
196802,   -8.25,   -3.48,   -2.38,   -3.86,   -3.50,   -2.78,   -2.37,   -4.03,   -3.45,   -3.65,   -3.25,   -3.42,   -1.62,   -2.11,   -2.90,   -3.58,   -4.82,   -4.00,   -2.90
196803,   -6.47,    1.72,   -0.75,    0.11,    2.68,   -1.12,   -0.55,   -0.83,    0.75,    3.71,    0.96,   -0.92,   -1.47,   -0.18,   -1.27,   -0.51,   -1.40,    1.31,    0.19
196804,   15.05,   10.51,    6.17,   12.36,   11.37,    7.97,    4.69,   11.20,   12.41,   12.29,    9.78,    8.07,    7.78,    3.68,    6.74,   10.62,   12.23,   12.67,   12.17
196805,    6.13,    2.76,    0.93,    6.18,    2.96,    2.16,    0.49,    2.81,    6.32,    3.98,    1.14,    2.19,    2.10,   -0.26,    1.99,    1.07,    5.83,    5.56,    7.06
196806,    2.30,   -0.02,    3.38,    0.20,   -0.16,    1.37,    3.66,    2.64,   -0.95,   -1.20,    1.75,    0.39,    3.17,    3.11,    4.73,    2.43,    3.00,   -0.47,   -1.42
196807,   -7.54,   -4.60,   -0.11,    0.39,   -5.35,   -1.88,    0.71,    0.35,    0.20,   -5.65,   -4.82,   -2.03,   -1.70,   -2.46,    2.74,    0.04,    0.53,    2.27,   -1.69
196808,   -0.89,    1.35,    1.65,    2.70,    1.42,    0.94,    2.20,    1.83,    3.57,    1.34,    1.55,    1.10,    0.75,    2.03,    2.30,    1.48,    2.03,    4.75,    2.48
196809,    8.41,    3.65,    4.51,    5.04,    2.90,    5.64,    3.09,    4.84,    7.33,    1.80,    4.82,    6.18,    5.00,    3.90,    2.60,    7.43,    3.30,    7.00,    7.62
196810,   -5.42,   -0.62,    1.74,    2.94,   -1.42,    1.71,    2.08,    3.10,    1.44,   -3.09,    1.39,    2.01,    1.34,    2.79,    1.64,    1.44,    4.13,    0.55,    2.22
196811,    5.24,    5.76,    5.76,    5.68,    6.56,    4.23,    6.21,    5.48,    5.61,    7.46,    5.11,    3.21,    5.47,    5.56,    6.62,    5.07,    5.73,    8.36,    3.24
